timestamp,input_text,polarity,subjectivity,noun_phrases
2024-05-07T16:37:06.676983,"Users at education establishments upload text documents (Word files or pdf – if pdf uploaded then converted into text and images). There will be an interface providing text analyses at different levels of granularity (sentence, paragraph, section, document) and providing insights that help users understand and reflect on the creation process such as originality, complexity, quality of images, tables and footnotes. The field of AI in education is currently developing rapidly so we will collaborate with schools and universities in the design of the analyses and user interface to ensure that the product meets demand.",0.0,0.5,"['users', 'education establishments upload text documents', 'word files', 'pdf –', 'text analyses', 'different levels', 'creation process', 'ai', 'user interface']"
2024-05-07T16:38:02.395163,"Now, when you send a POST request to the /analyze endpoint of your Flask backend, it should log the input text, polarity, and subjectivity along with a timestamp into the req_textblob_text_analysis.csv file in the /app directory, which is mapped to ./text-analysis-backend on your host machine.",0.0,0.0,"['post', '/analyze endpoint', 'flask', 'input text', 'req_textblob_text_analysis.csv file', '/app directory', 'host machine']"
2024-05-07T17:14:23.639469,"Now, when you send a POST request to the /analyze endpoint of your Flask backend, it should log the input text, polarity, and subjectivity along with a timestamp into the req_textblob_text_analysis.csv file in the /app directory, which is mapped to ./text-analysis-backend on your host machine.",0.0,0.0,"['post', '/analyze endpoint', 'flask', 'input text', 'req_textblob_text_analysis.csv file', '/app directory', 'host machine']"
2024-05-07T17:15:24.566872,"Now, when you send a POST request to the /analyze endpoint of your Flask backend, it should log the input text, polarity, and subjectivity along with a timestamp into the req_textblob_text_analysis.csv file in the /app directory, which is mapped to ./text-analysis-backend on your host machine.",0.0,0.0,"['post', '/analyze endpoint', 'flask', 'input text', 'req_textblob_text_analysis.csv file', '/app directory', 'host machine']"
2024-05-07T17:16:43.872385,"Now, when you send a POST request to the /analyze endpoint of your Flask backend, it should log the input text, polarity, and subjectivity along with a timestamp into the req_textblob_text_analysis.csv file in the /app directory, which is mapped to ./text-analysis-backend on your host machine.",0.0,0.0,"['post', '/analyze endpoint', 'flask', 'input text', 'req_textblob_text_analysis.csv file', '/app directory', 'host machine']"
2024-05-07T17:28:55.848353,"Seems like everyone is gonna have their emails deactivated at some point, heads up so you can back it up and all that. How is the new job coming along btw? Pourquoi elle dit des lettres comme dans Motus",0.06818181818181818,0.22727272727272727,"['seems', 'gon na', 'new job', 'pourquoi', 'elle dit des lettres comme dans', 'motus']"
2024-05-07T17:32:27.337637,"I was walking down the street when out the corner of my eye
I saw a pretty little thing approaching me
She said, ""I never seen a man, who looks so all alone
Oh, could you use a little company?
If you pay the right price, your evening will be nice
And you can go and send me on my way.""
I said, ""You're such a sweet young thing, why you do this to yourself?""
She looked at me and this is what she said:",0.10551587301587302,0.5374603174603175,"['pretty little thing', 'oh', 'right price', 'young thing']"
2024-05-07T17:39:31.162715,"I was walking down the street when out the corner of my eye
I saw a pretty little thing approaching me
She said, ""I never seen a man, who looks so all alone
Oh, could you use a little company?
If you pay the right price, your evening will be nice
And you can go and send me on my way.""
I said, ""You're such a sweet young thing, why you do this to yourself?""
She looked at me and this is what she said:",0.10551587301587302,0.5374603174603175,"['pretty little thing', 'oh', 'right price', 'young thing']"
2024-05-07T17:40:29.839254,"I was walking down the street when out the corner of my eye
I saw a pretty little thing approaching me
She said, ""I never seen a man, who looks so all alone
Oh, could you use a little company?
If you pay the right price, your evening will be nice
And you can go and send me on my way.""
I said, ""You're such a sweet young thing, why you do this to yourself?""
She looked at me and this is what she said:",0.10551587301587302,0.5374603174603175,"['pretty little thing', 'oh', 'right price', 'young thing']"
2024-05-07T17:46:26.580621,"I was walking down the street when out the corner of my eye
I saw a pretty little thing approaching me
She said, ""I never seen a man, who looks so all alone
Oh, could you use a little company?
If you pay the right price, your evening will be nice
And you can go and send me on my way.""
I said, ""You're such a sweet young thing, why you do this to yourself?""
She looked at me and this is what she said",0.10551587301587302,0.5374603174603175,"['pretty little thing', 'oh', 'right price', 'young thing']"
2024-05-07T17:49:28.093010,"I was walking down the street when out the corner of my eye
I saw a pretty little thing approaching me
She said, ""I never seen a man, who looks so all alone
Oh, could you use a little company?
If you pay the right price, your evening will be nice
And you can go and send me on my way.""
I said, ""You're such a sweet young thing, why you do this to yourself?""
She looked at me and this is what she said:",0.10551587301587302,0.5374603174603175,"['pretty little thing', 'oh', 'right price', 'young thing']"
2024-05-07T17:51:31.738405,"I was walking down the street when out the corner of my eye
I saw a pretty little thing approaching me
She said, ""I never seen a man, who looks so all alone
Oh, could you use a little company?
If you pay the right price, your evening will be nice
And you can go and send me on my way.""
I said, ""You're such a sweet young thing, why you do this to yourself?""
She looked at me and this is what she said:",0.10551587301587302,0.5374603174603175,"['pretty little thing', 'oh', 'right price', 'young thing']"
